fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.8362112928532677,0.6595096678475663,0.8384838509744706,0.005199657823323304,0.050744193570175435,57.0,
1,0.8451110974519723,0.672276724144647,0.8256571523166145,0.0061617518276603665,0.059028313335672516,57.0,
2,0.8704021189397738,0.7199764054576517,0.8479869741510456,0.005033348227655965,0.05291942399040404,66.0,
3,0.8275665398027792,0.5152406865625858,0.8407497587915318,0.008149890443407937,0.06354873827777777,60.0,
4,0.8690985956405455,0.7121860976188177,0.84563649115814,0.00453684318889768,0.05033312972333334,60.0,
Mean,0.8496779289376676,0.6558379163262537,0.8397028454783605,0.005816298302189051,0.05531475977947262,60.0,
