fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.888266,0.762409,0.0,0.901577,0.786667,0.224302,0.365414,61.0
1,,0.669301,0.387662,0.0,0.69174,0.556649,0.600224,0.610662,60.0
2,,0.755053,0.506938,0.0,0.803403,0.663916,0.52694,0.568339,76.0
3,,0.689855,0.239898,0.0,0.71473,0.572162,0.79796,0.720794,62.0
4,,0.683962,0.328863,0.0,0.709043,0.556773,0.78938,0.730227,53.0
Mean,,0.7372873999999999,0.44515399999999994,0.0,0.7640985999999999,0.6272334,0.5877612,0.5990871999999999,62.4
