fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.869802,0.742856,0.0,0.79399,0.662851,0.288496,0.378312,1157.0
1,,0.756658,0.495306,0.0,0.659789,0.543371,0.542906,0.59532,1270.0
2,,0.803036,0.598967,0.0,0.718698,0.59532,0.435582,0.5169,1228.0
3,,0.595388,0.210983,0.0,0.578002,0.470357,0.434511,0.5736,513.0
4,,0.723244,0.38504,0.0,0.652164,0.534058,0.702097,0.698957,1084.0
Mean,,0.7496256000000001,0.4866304,0.0,0.6805285999999999,0.5611914,0.48071839999999993,0.5526177999999999,1050.4
