fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.832798,0.66704,0.0,0.872622,0.714376,0.005085,0.055055,57.0
1,,0.844501,0.702637,0.0,0.835081,0.649107,0.005591,0.056407,57.0
2,,0.841748,0.656237,0.0,0.848964,0.672112,0.006179,0.062335,66.0
3,,0.868766,0.663679,0.0,0.858775,0.686333,0.005654,0.062246,60.0
4,,0.831923,0.660258,0.0,0.829081,0.634537,0.005355,0.057602,60.0
Mean,,0.8439472,0.6699702000000001,0.0,0.8489046,0.6712929999999999,0.0055728,0.058728999999999996,60.0
