fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.372635,0.057737,5.2e-05,0.332413,0.23724,0.000673,0.021675,112.0
1,,0.522025,0.115606,0.0,0.39642,0.297932,0.00062,0.020782,113.0
2,,0.464599,0.150942,0.0,0.37551,0.271488,0.000589,0.019874,110.0
3,,0.036593,-0.431465,0.695281,0.078854,0.059761,0.000967,0.02787,117.0
4,,0.396063,0.009664,1.1e-05,0.396759,0.282284,0.000678,0.022422,116.0
Mean,,0.358383,-0.0195032,0.13906880000000002,0.3159912,0.22974099999999997,0.0007053999999999999,0.0225246,113.6
