fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.556195,0.209635,9e-06,0.579901,0.40964,0.000749,0.021743,56.0
1,,0.671854,0.148464,0.0,0.664114,0.476389,0.000703,0.021599,59.0
2,,0.520546,0.123683,2e-05,0.472014,0.318118,0.000839,0.023021,60.0
3,,0.45139,0.170261,0.00048,0.357066,0.244126,0.0008,0.022853,56.0
4,,0.53032,0.169692,2.2e-05,0.553506,0.380626,0.000835,0.02262,57.0
Mean,,0.546061,0.16434699999999997,0.0001062,0.5253202,0.3657798,0.0007852,0.0223672,57.6
