fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.416162,0.112794,0.00051,0.38632,0.27854,0.001535,0.029879,66.0
1,,0.324193,0.059261,0.007442,0.32641,0.221334,0.001537,0.028918,67.0
2,,0.51189,0.123926,6e-06,0.459751,0.337112,0.001417,0.028535,70.0
3,,0.184107,-0.07957,0.142078,0.04986,0.035156,0.00115,0.028675,65.0
4,,0.427188,0.095979,0.00028,0.310863,0.233489,0.001469,0.029808,68.0
Mean,,0.372708,0.062478,0.0300632,0.3066408,0.2211262,0.0014215999999999999,0.029163,67.2
