fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.995335,0.0,0.991213,0.000175,0.005267,33.0
1,0.996421,0.0,0.993433,0.000112,0.004376,42.0
2,0.998096,0.0,0.993043,6.2e-05,0.003183,34.0
3,0.995784,0.0,0.990921,0.000145,0.004812,37.0
4,0.998791,0.0,0.994652,3.2e-05,0.003061,34.0
Mean,0.996885,0.0,0.992652,0.000105,0.00414,36.0
