fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.937592,0.0,0.86752,0.000195,0.006172,795.0
1,0.932872,0.0,0.869337,0.0002,0.006313,789.0
2,0.932188,0.0,0.857365,0.000216,0.006216,789.0
3,0.92425,0.0,0.861058,0.000246,0.006771,794.0
4,0.926659,0.0,0.863554,0.000235,0.00671,797.0
Mean,0.930712,0.0,0.863767,0.000218,0.006436,792.8
