Ionizable_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Ionizable_Lipid_to_mRNA_weight_ratio,Dose/Cells,Num_tails,Num_carbon_in_tail,MolWt,Helper_lipid_ID_DOPE,Helper_lipid_ID_DSPC,Cargo_type_mRNA,Cargo_type_siRNA,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_MDA_MB
46.3,9.4,42.7,1.6,24.281512641357622,5.274291549895496,4.0,12,6.839054507686912,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
23.80952381,23.80952381,47.61904762,4.761904762,14.02128812,3.584996188451511,3.0,8,7.0127007085036315,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40.0,14.4356182795699,27.777317987844317,1.2888120000000003,10.0,3.4339872044851463,2.0,10,6.065188874250796,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,2.0,8,6.307779629309987,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17.3,12.5,24.2,1.0,10.0,3.4339872044851463,2.0,9,6.555540374265492,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,3.0,7,6.536742320942535,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
46.3,9.4,42.7,1.6,19.175103449968475,5.039551997678304,2.0,12,6.3223659382008695,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,3.0,5,6.498217388343333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,2.0,9,6.357632539144237,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
35.0,16.0,46.5,2.5,10.0,3.044522437723423,2.0,6,6.199934972709498,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23.80952381,23.80952381,47.61904762,4.761904762,10.77588088,3.3300486952179686,2.0,6,6.632134838371347,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
