fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.989946,0.979432,0.0,0.888301,0.781545,0.000231,0.006899,912
1,0.988627,0.976566,0.0,0.882175,0.777879,0.000245,0.007324,904
2,0.991954,0.983546,0.0,0.883287,0.778468,0.000181,0.00594,907
3,0.987813,0.975006,0.0,0.891552,0.784993,0.000284,0.007891,912
4,0.990027,0.979601,0.0,0.863272,0.759129,0.000203,0.006491,917
