fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.88559,0.769929,0.0,0.887166,0.761572,0.227667,0.379432,521.0
1,,0.753593,0.50449,0.0,0.74875,0.620169,0.490065,0.577402,546.0
2,,0.815695,0.63493,0.0,0.812628,0.683527,0.366169,0.482255,519.0
3,,0.630451,0.214081,0.0,0.59464,0.481637,0.59694,0.633354,145.0
4,,0.784169,0.47404,0.0,0.788537,0.660486,0.536094,0.5788,453.0
Mean,,0.7738995999999999,0.519494,0.0,0.7663442,0.6414782,0.443387,0.5302486,436.8
