fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.947165,0.885153,0.0,0.940959,0.793903,0.114542,0.234959,628.0
1,,0.828623,0.627304,0.0,0.834594,0.635687,0.412922,0.490999,712.0
2,,0.857047,0.686725,0.0,0.881448,0.693361,0.314902,0.418811,719.0
3,,0.808451,0.575736,0.0,0.822624,0.62518,0.444224,0.509163,880.0
4,,0.791284,0.50927,0.0,0.813779,0.614608,0.49947,0.56067,877.0
Mean,,0.846514,0.6568376,0.0,0.8586808000000001,0.6725478,0.35721200000000003,0.44292040000000005,763.2
