fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.919302,0.835828,0.0,0.924282,0.815992,0.154989,0.31315,61.0
1,,0.631033,0.365378,0.0,0.660785,0.522555,0.622067,0.618793,60.0
2,,0.821768,0.619384,0.0,0.861536,0.724455,0.406768,0.494417,76.0
3,,0.719387,0.266377,0.0,0.720574,0.577058,0.770161,0.708717,62.0
4,,0.626532,0.277078,1e-06,0.668394,0.518016,0.850288,0.763884,53.0
Mean,,0.7436044,0.472809,2e-07,0.7671142000000001,0.6316152,0.5608546,0.5797922,62.4
