fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.982911,0.9656,0.0,0.958719,0.873976,5.5e-05,0.004366,56.0
1,,0.981923,0.963596,0.0,0.954711,0.868509,4.5e-05,0.003859,56.0
2,,0.979677,0.959465,0.0,0.939379,0.846206,6.2e-05,0.004433,54.0
3,,0.981319,0.962643,0.0,0.945363,0.867117,6.2e-05,0.004154,54.0
4,,0.98287,0.965335,0.0,0.949843,0.867839,5.9e-05,0.004575,60.0
Mean,,0.98174,0.9633278000000001,0.0,0.949603,0.8647293999999999,5.660000000000001e-05,0.0042774,56.0
