fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.9982,0.996398,0.0,0.632034,0.540865,1.3e-05,0.002598,31.0
1,,0.999393,0.998774,0.0,0.74479,0.650794,7e-06,0.00187,28.0
2,,0.999195,0.998342,0.0,0.6989,0.60553,1.2e-05,0.002449,25.0
3,,0.998523,0.997036,0.0,0.760327,0.666449,1.8e-05,0.002919,29.0
4,,0.998366,0.996632,0.0,0.737456,0.643613,1.3e-05,0.002472,27.0
Mean,,0.9987353999999999,0.9974364000000001,0.0,0.7147014,0.6214502,1.26e-05,0.0024616,28.0
