fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.960301,0.918882,0.0,0.374548,0.306234,3.8e-05,0.003969,366.0
1,,0.952241,0.901863,0.0,0.392662,0.321043,5e-05,0.004577,368.0
2,,0.95695,0.911882,0.0,0.384258,0.314174,4.3e-05,0.004096,366.0
3,,0.941541,0.878893,0.0,0.364517,0.298034,5.4e-05,0.004518,366.0
4,,0.936689,0.868077,0.0,0.374548,0.306234,6.2e-05,0.004749,366.0
Mean,,0.9495444000000001,0.8959194,0.0,0.3781066,0.3091438,4.9399999999999995e-05,0.0043818,366.4
