fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.990969,0.980747,0.0,0.970848,0.883109,0.000304,0.010658,57.0
1,,0.985862,0.97027,0.0,0.960395,0.865204,0.000567,0.012867,57.0
2,,0.985155,0.968598,0.0,0.956548,0.869606,0.000568,0.012328,66.0
3,,0.984148,0.965104,0.0,0.958571,0.868287,0.000595,0.012631,60.0
4,,0.979045,0.954525,0.0,0.947526,0.843741,0.00073,0.013547,60.0
Mean,,0.9850358,0.9678488,0.0,0.9587776,0.8659893999999999,0.0005528,0.012406200000000001,60.0
