fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.999603,0.999086,0.0,0.974679,0.933459,4e-05,0.00371,19.0
1,,0.999368,0.998539,0.0,0.955674,0.903877,7.7e-05,0.005193,18.0
2,,0.99941,0.998636,0.0,0.945905,0.888523,6.6e-05,0.004379,19.0
3,,0.999326,0.998533,0.0,0.967518,0.920526,5.8e-05,0.0035,20.0
4,,0.998975,0.997229,0.0,0.991879,0.970395,0.0001,0.00439,16.0
Mean,,0.9993364,0.9984046000000001,0.0,0.967131,0.9233559999999998,6.82e-05,0.004234399999999999,18.4
