fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.993176,0.985413,0.0,0.96765,0.929852,0.000624,0.007011,48.0
1,,0.997487,0.994323,0.0,0.989385,0.958246,0.000276,0.005621,45.0
2,,0.998165,0.995683,0.0,0.993389,0.963267,0.00019,0.00536,50.0
3,,0.995182,0.989447,0.0,0.979327,0.951668,0.000504,0.006762,48.0
4,,0.993811,0.986434,0.0,0.974318,0.946207,0.000572,0.007706,45.0
Mean,,0.9955641999999999,0.9902599999999999,0.0,0.9808138,0.949848,0.0004332,0.006492,47.2
