Formulation,Ionizable_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Ionizable_Lipid_to_mRNA_weight_ratio,Dose/Cells
Liu_iphos,25,30,30,1,MDOA,16.59252535,82.96262675
Liu_iphos,25,30,30,1,MDOA,17.33919005,86.69595025
Liu_iphos,25,30,30,1,MDOA,18.08585476,90.4292738
Liu_iphos,25,30,30,1,MDOA,18.83251947,94.16259735
Liu_iphos,25,30,30,1,MDOA,19.57918417,97.89592085000001
Liu_iphos,25,30,30,1,MDOA,20.32584888,101.62924439999999
Liu_iphos,25,30,30,1,MDOA,21.07251358,105.36256789999999
Liu_iphos,25,30,30,1,MDOA,13.08984973,65.44924865
Liu_iphos,25,30,30,1,MDOA,13.83651443,69.18257215
Liu_iphos,25,30,30,1,MDOA,14.58317914,72.91589570000001
Liu_iphos,25,30,30,1,MDOA,15.32984384,76.6492192
Liu_iphos,25,30,30,1,MDOA,16.07650855,80.38254275
Liu_iphos,25,30,30,1,MDOA,16.82317325,84.11586625
Liu_iphos,25,30,30,1,MDOA,17.56983796,87.8491898
Liu_iphos,25,30,30,1,MDOA,18.31650267,91.58251335
Liu_iphos,25,30,30,1,MDOA,19.06316737,95.31583685
Liu_iphos,25,30,30,1,MDOA,19.80983208,99.0491604
Liu_iphos,25,30,30,1,MDOA,20.55649678,102.7824839
Liu_iphos,25,30,30,1,MDOA,21.30316149,106.51580745000001
Liu_iphos,25,30,30,1,MDOA,22.04982619,110.24913095000001
Liu_iphos,25,30,30,1,MDOA,12.13006771,60.65033855
Liu_iphos,25,30,30,1,MDOA,12.87673241,64.38366205
Liu_iphos,25,30,30,1,MDOA,13.62339712,68.11698559999999
Liu_iphos,25,30,30,1,MDOA,14.37006182,71.8503091
Liu_iphos,25,30,30,1,MDOA,15.11672653,75.58363265
Liu_iphos,25,30,30,1,MDOA,15.86339123,79.31695615
Liu_iphos,25,30,30,1,MDOA,16.61005594,83.05027969999999
Liu_iphos,25,30,30,1,MDOA,17.35672064,86.78360319999999
Liu_iphos,25,30,30,1,MDOA,18.10338535,90.51692675
Liu_iphos,25,30,30,1,MDOA,18.85005005,94.25025025
Liu_iphos,25,30,30,1,MDOA,19.59671476,97.9835738
Liu_iphos,25,30,30,1,MDOA,20.34337947,101.71689735
Liu_iphos,25,30,30,1,MDOA,21.09004417,105.45022085
Liu_iphos,25,30,30,1,MDOA,13.12562065,65.62810325
Liu_iphos,25,30,30,1,MDOA,13.87228535,69.36142675
Liu_iphos,25,30,30,1,MDOA,14.61895006,73.0947503
Liu_iphos,25,30,30,1,MDOA,15.36561476,76.8280738
Liu_iphos,25,30,30,1,MDOA,16.11227947,80.56139735000001
Liu_iphos,25,30,30,1,MDOA,16.85894417,84.29472085
Liu_iphos,25,30,30,1,MDOA,17.60560888,88.0280444
Liu_iphos,25,30,30,1,MDOA,18.35227358,91.7613679
Liu_iphos,25,30,30,1,MDOA,19.09893829,95.49469145
Liu_iphos,25,30,30,1,MDOA,19.845603,99.228015
Liu_iphos,25,30,30,1,MDOA,20.5922677,102.96133850000001
Liu_iphos,25,30,30,1,MDOA,21.33893241,106.69466205
Liu_iphos,25,30,30,1,MDOA,22.08559711,110.42798554999999
Liu_iphos,25,30,30,1,MDOA,12.87673241,64.38366205
Liu_iphos,25,30,30,1,MDOA,13.62339712,68.11698559999999
Liu_iphos,25,30,30,1,MDOA,14.37006182,71.8503091
Liu_iphos,25,30,30,1,MDOA,15.11672653,75.58363265
Liu_iphos,25,30,30,1,MDOA,15.86339123,79.31695615
Liu_iphos,25,30,30,1,MDOA,16.61005594,83.05027969999999
Liu_iphos,25,30,30,1,MDOA,17.35672064,86.78360319999999
Liu_iphos,25,30,30,1,MDOA,18.10338535,90.51692675
Liu_iphos,25,30,30,1,MDOA,18.85005005,94.25025025
Liu_iphos,25,30,30,1,MDOA,19.59671476,97.9835738
Liu_iphos,25,30,30,1,MDOA,20.34337947,101.71689735
Liu_iphos,25,30,30,1,MDOA,21.09004417,105.45022085
Liu_iphos,25,30,30,1,MDOA,21.83670888,109.1835444
Liu_iphos,25,30,30,1,MDOA,12.13006771,60.65033855
Liu_iphos,25,30,30,1,MDOA,12.87673241,64.38366205
Liu_iphos,25,30,30,1,MDOA,13.62339712,68.11698559999999
Liu_iphos,25,30,30,1,MDOA,14.37006182,71.8503091
Liu_iphos,25,30,30,1,MDOA,15.11672653,75.58363265
Liu_iphos,25,30,30,1,MDOA,15.86339123,79.31695615
Liu_iphos,25,30,30,1,MDOA,16.61005594,83.05027969999999
Liu_iphos,25,30,30,1,MDOA,17.35672064,86.78360319999999
Liu_iphos,25,30,30,1,MDOA,18.10338535,90.51692675
Liu_iphos,25,30,30,1,MDOA,18.85005005,94.25025025
Liu_iphos,25,30,30,1,MDOA,19.59671476,97.9835738
Liu_iphos,25,30,30,1,MDOA,20.34337947,101.71689735
Liu_iphos,25,30,30,1,MDOA,21.09004417,105.45022085
Liu_iphos,25,30,30,1,MDOA,12.894263,64.471315
Liu_iphos,25,30,30,1,MDOA,13.64092771,68.20463855
Liu_iphos,25,30,30,1,MDOA,14.38759241,71.93796205
Liu_iphos,25,30,30,1,MDOA,15.13425712,75.67128559999999
Liu_iphos,25,30,30,1,MDOA,15.88092182,79.4046091
Liu_iphos,25,30,30,1,MDOA,16.62758653,83.13793265
Liu_iphos,25,30,30,1,MDOA,17.37425123,86.87125615
Liu_iphos,25,30,30,1,MDOA,18.12091594,90.6045797
Liu_iphos,25,30,30,1,MDOA,18.86758064,94.3379032
Liu_iphos,25,30,30,1,MDOA,19.61424535,98.07122675000001
Liu_iphos,25,30,30,1,MDOA,20.36091005,101.80455025
Liu_iphos,25,30,30,1,MDOA,21.10757476,105.5378738
Liu_iphos,25,30,30,1,MDOA,21.85423947,109.27119735
Liu_iphos,25,30,30,1,MDOA,16.26828042,81.3414021
Liu_iphos,25,30,30,1,MDOA,17.26383336,86.3191668
Liu_iphos,25,30,30,1,MDOA,18.2593863,91.2969315
Liu_iphos,25,30,30,1,MDOA,19.25493924,96.2746962
Liu_iphos,25,30,30,1,MDOA,20.25049218,101.25246089999999
Liu_iphos,25,30,30,1,MDOA,21.24604512,106.23022560000001
Liu_iphos,25,30,30,1,MDOA,22.24159806,111.2079903
Liu_iphos,25,30,30,1,MDOA,23.237151,116.185755
Liu_iphos,25,30,30,1,MDOA,24.23270395,121.16351975
Liu_iphos,25,30,30,1,MDOA,25.22825689,126.14128445
Liu_iphos,25,30,30,1,MDOA,26.22380983,131.11904915
Liu_iphos,25,30,30,1,MDOA,27.21936277,136.09681385
Liu_iphos,25,30,30,1,MDOA,28.21491571,141.07457855
Liu_iphos,25,30,30,1,MDOA,15.3084984,76.542492
Liu_iphos,25,30,30,1,MDOA,16.30405134,81.5202567
Liu_iphos,25,30,30,1,MDOA,17.29960428,86.4980214
Liu_iphos,25,30,30,1,MDOA,18.29515722,91.4757861
Liu_iphos,25,30,30,1,MDOA,19.29071016,96.4535508
Liu_iphos,25,30,30,1,MDOA,20.2862631,101.4313155
Liu_iphos,25,30,30,1,MDOA,21.28181604,106.40908019999999
Liu_iphos,25,30,30,1,MDOA,22.27736898,111.3868449
Liu_iphos,25,30,30,1,MDOA,23.27292192,116.36460960000001
Liu_iphos,25,30,30,1,MDOA,24.26847486,121.3423743
Liu_iphos,25,30,30,1,MDOA,25.2640278,126.32013900000001
Liu_iphos,25,30,30,1,MDOA,26.25958075,131.29790375000002
Liu_iphos,25,30,30,1,MDOA,27.25513369,136.27566845
Liu_iphos,25,30,30,1,MDOA,16.30405134,81.5202567
Liu_iphos,25,30,30,1,MDOA,17.29960428,86.4980214
Liu_iphos,25,30,30,1,MDOA,18.29515722,91.4757861
Liu_iphos,25,30,30,1,MDOA,19.29071016,96.4535508
Liu_iphos,25,30,30,1,MDOA,20.2862631,101.4313155
Liu_iphos,25,30,30,1,MDOA,21.28181604,106.40908019999999
Liu_iphos,25,30,30,1,MDOA,22.27736898,111.3868449
Liu_iphos,25,30,30,1,MDOA,23.27292192,116.36460960000001
Liu_iphos,25,30,30,1,MDOA,24.26847486,121.3423743
Liu_iphos,25,30,30,1,MDOA,25.2640278,126.32013900000001
Liu_iphos,25,30,30,1,MDOA,26.25958075,131.29790375000002
Liu_iphos,25,30,30,1,MDOA,27.25513369,136.27566845
Liu_iphos,25,30,30,1,MDOA,28.25068663,141.25343315
Liu_iphos,25,30,30,1,MDOA,16.07304856,80.3652428
Liu_iphos,25,30,30,1,MDOA,17.06860151,85.34300755000001
Liu_iphos,25,30,30,1,MDOA,18.06415445,90.32077225
Liu_iphos,25,30,30,1,MDOA,19.05970739,95.29853695
Liu_iphos,25,30,30,1,MDOA,20.05526033,100.27630165
Liu_iphos,25,30,30,1,MDOA,21.05081327,105.25406634999999
Liu_iphos,25,30,30,1,MDOA,22.04636621,110.23183105
Liu_iphos,25,30,30,1,MDOA,23.04191915,115.20959574999999
Liu_iphos,25,30,30,1,MDOA,24.03747209,120.18736045
Liu_iphos,25,30,30,1,MDOA,25.03302503,125.16512515000001
Liu_iphos,25,30,30,1,MDOA,26.02857797,130.14288985000002
Liu_iphos,25,30,30,1,MDOA,27.02413091,135.12065455
Liu_iphos,25,30,30,1,MDOA,28.01968385,140.09841925
Liu_iphos,25,30,30,1,MDOA,15.3084984,76.542492
Liu_iphos,25,30,30,1,MDOA,16.30405134,81.5202567
Liu_iphos,25,30,30,1,MDOA,17.29960428,86.4980214
Liu_iphos,25,30,30,1,MDOA,18.29515722,91.4757861
Liu_iphos,25,30,30,1,MDOA,19.29071016,96.4535508
Liu_iphos,25,30,30,1,MDOA,20.2862631,101.4313155
Liu_iphos,25,30,30,1,MDOA,21.28181604,106.40908019999999
Liu_iphos,25,30,30,1,MDOA,22.27736898,111.3868449
Liu_iphos,25,30,30,1,MDOA,23.27292192,116.36460960000001
Liu_iphos,25,30,30,1,MDOA,24.26847486,121.3423743
Liu_iphos,25,30,30,1,MDOA,25.2640278,126.32013900000001
Liu_iphos,25,30,30,1,MDOA,26.25958075,131.29790375000002
Liu_iphos,25,30,30,1,MDOA,27.25513369,136.27566845
Liu_iphos,25,30,30,1,MDOA,16.07269369,80.36346845
Liu_iphos,25,30,30,1,MDOA,17.06824664,85.3412332
Liu_iphos,25,30,30,1,MDOA,18.06379958,90.3189979
Liu_iphos,25,30,30,1,MDOA,19.05935252,95.29676260000001
Liu_iphos,25,30,30,1,MDOA,20.05490546,100.2745273
Liu_iphos,25,30,30,1,MDOA,21.0504584,105.252292
Liu_iphos,25,30,30,1,MDOA,22.04601134,110.2300567
Liu_iphos,25,30,30,1,MDOA,23.04156428,115.2078214
Liu_iphos,25,30,30,1,MDOA,24.03711722,120.1855861
Liu_iphos,25,30,30,1,MDOA,25.03267016,125.16335079999999
Liu_iphos,25,30,30,1,MDOA,26.0282231,130.1411155
Liu_iphos,25,30,30,1,MDOA,27.02377604,135.1188802
Liu_iphos,25,30,30,1,MDOA,28.01932898,140.0966449
Liu_iphos,25,30,30,1,MDOA,19.25112439,96.25562195
Liu_iphos,25,30,30,1,MDOA,20.49556556,102.4778278
Liu_iphos,25,30,30,1,MDOA,21.74000674,108.70003369999999
Liu_iphos,25,30,30,1,MDOA,22.98444791,114.92223955
Liu_iphos,25,30,30,1,MDOA,24.22888909,121.14444544999999
Liu_iphos,25,30,30,1,MDOA,25.47333027,127.36665135000001
Liu_iphos,25,30,30,1,MDOA,26.71777144,133.5888572
Liu_iphos,25,30,30,1,MDOA,27.96221262,139.81106309999998
Liu_iphos,25,30,30,1,MDOA,29.20665379,146.03326895
Liu_iphos,25,30,30,1,MDOA,30.45109497,152.25547484999998
Liu_iphos,25,30,30,1,MDOA,31.69553614,158.4776807
Liu_iphos,25,30,30,1,MDOA,32.93997732,164.69988659999999
Liu_iphos,25,30,30,1,MDOA,34.18441849,170.92209244999998
