cv_2_pred_quantified_toxicity,quantified_toxicity,smiles,Formulation,Helper_lipid_ID,Comment,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,toxicity_class,Prediction_split_name
0.95538306,0.916,CCCC1CCC(c2ccc(C#CCN(CC#Cc3ccc(C4CCC(CCC)CC4)cc3)CCN3CCCC3)cc2)CC1,Han_a3,DOPE,,C13-2,Han_a3,mRNA,HepG2,1.0,0,Han_a3
0.95628595,0.9967333333333332,CCCCCC(C)C(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)C(C)CCCCC)c1,Lxue,DOPE,Tox,10-a2-7b,Xue_CAD_LNP,mRNA,HeLa,1.0,0,Xue_CAD_LNP
0.92741907,0.85,CCCCCCCCCCCOP(=O)(O)OCCNCCCCCC,Liu_iphos,MDOA,,2A1-P11,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.946523,0.995,CCCCCCCCCCCCCCOC(=O)CCSCCCC(=N)NCC(CCCCCC)CCCCCCCC,Han_amidine,DOPE,Computed with aid lipid molwt as 865,9T-O14,Han_amidine,mRNA,HepG2,1.0,0,Han_amidine
0.9749172,1.0,CCCCCCCCCCCCCCOC(=O)CCSCCCC(=N)NCCCCCCCCCC,Han_amidine,DOPE,Computed with aid lipid molwt as 865,1T-O14,Han_amidine,mRNA,HepG2,1.0,0,Han_amidine
0.87829125,0.95,CCCCCCCCCCCCCCCOP(=O)(O)OCCN(C)CCN(CCN(C)CCOP(=O)(O)OCCCCCCCCCCCCCCC)CC[N+](C)(CCOP(=O)(O)OCCCCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCCCCC,Liu_iphos,MDOA,,26A4-P15,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.9499501,0.95,CCCCCCCCCCOP(=O)(O)OCCNCCN(CCN)CCNCCOP(=O)(O)OCCCCCCCCCC,Liu_iphos,MDOA,,27A2-P10,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.9503425,0.9559386973,OCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC),Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2710",3A4-SC8,Lee_unsat,mRNA,IGROV1,1.0,0,Lee_unsat
0.9497872,0.95,CCCCCCOP(=O)(O)OCCNCCNCCNCCN(CCNCCOP(=O)(O)OCCCCCC)CCOP(=O)(O)OCCCCCC,Liu_iphos,MDOA,,28A3-P6,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.77205235,0.8431372548999999,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC(NC(=O)C(CCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C(CCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(C)=O)C(N)=O,Lin_peptide,DSPC,,a12orn-3,Lin_peptide,mRNA,MDA_MB,1.0,0,Lin_peptide
0.9500556,0.95,CCCCCCCCCCCOP(=O)(O)OCCNCCNCCNCCNCCNCCOP(=O)(O)OCCCCCCCCCCC,Liu_iphos,MDOA,,28A2-P11,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.9230166,0.8130193906,CCCCCCCCCCCCC(O)CN(CCC(O)C(=O)N(CC(O)CCCCCCCCCCCC)C1CC(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(OC2OC(CN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)C1O)CC(O)CCCCCCCCCCCC,xyu,DOPE,,AM-EP14,Yu_Aminoglycoside,mRNA,IGROV1,1.0,0,Yu_Aminoglycoside
0.95168334,0.95,CCCCCOP(=O)(O)OCCNCCN(CCN)CCNCCOP(=O)(O)OCCCCC,Liu_iphos,MDOA,,27A2-P5,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.9496046,0.95,CCCCCCCCCCCCOP(=O)(O)OCCNCCCNCCCNCCCNCCOP(=O)(O)OCCCCCCCCCCCC,Liu_iphos,MDOA,,25A2-P12,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.8938498,0.95,CCCCCCCCCCCCOP(=O)(O)OCCNCCCN(CCCN(CCCNCCOP(=O)(O)OCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCC)CCOP(=O)(O)OCCCCCCCCCCCC,Liu_iphos,MDOA,,25A4-P12,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.946359,0.95,CCCCCCCCCOP(=O)(O)OCCN(CCCCCCCC)CCCCCCCC,Liu_iphos,MDOA,,9A1-P9,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.9512302,0.95,CCCCCCCCCOP(=O)(O)OCCNCCOCCOCCNCCOP(=O)(O)OCCCCCCCCC,Liu_iphos,MDOA,,19A2-P9,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
0.95120114,0.95,CCCCOP(=O)(O)OCCNCCCN1CCN(CCCNCCOP(=O)(O)OCCCC)CC1,Liu_iphos,MDOA,,23A2-P4,Liu_iphos,mRNA,IGROV1,0.5,0,Liu_iphos
