fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.940887,0.848461,0.0,0.940921,0.793611,0.152187,0.313784,672.0
1,,0.893733,0.644464,0.0,0.896667,0.717485,0.372563,0.503898,557.0
2,,0.937944,0.842314,0.0,0.936074,0.786452,0.156854,0.316128,665.0
3,,0.929683,0.809365,0.0,0.929576,0.772157,0.175162,0.336711,533.0
4,,0.81184,0.174116,0.0,0.793724,0.611086,0.874572,0.772791,285.0
Mean,,0.9028174,0.6637440000000001,0.0,0.8993924,0.7361582,0.3462676,0.4486624,542.4
