fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.886557,0.76236,0.0,0.789562,0.663483,0.266614,0.409646,1157.0
1,,0.807448,0.585665,0.0,0.705718,0.588154,0.445705,0.568401,1270.0
2,,0.880394,0.748535,0.0,0.79019,0.663238,0.273129,0.420587,1228.0
3,,0.783399,0.50775,0.0,0.729192,0.599598,0.271082,0.421109,513.0
4,,0.77853,0.275876,0.0,0.623829,0.516092,0.826729,0.757207,1084.0
Mean,,0.8272655999999999,0.5760372,0.0,0.7276982000000001,0.606113,0.4166518,0.51539,1050.4
