fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.934634,0.846367,0.0,0.919304,0.747387,0.153225,0.302003,628.0
1,,0.879007,0.661297,0.0,0.860912,0.668044,0.37526,0.494166,712.0
2,,0.926826,0.826146,0.0,0.920321,0.74856,0.174757,0.328926,719.0
3,,0.925044,0.816873,0.0,0.918394,0.747642,0.191743,0.343662,880.0
4,,0.808384,0.291557,0.0,0.793516,0.588646,0.721061,0.719084,877.0
Mean,,0.8947790000000001,0.688448,0.0,0.8824894000000001,0.7000558,0.3232092,0.4375682,763.2
