Formulation,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Cationic_Lipid_to_mRNA_weight_ratio,Dosage,Comment,Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,Experiment_ID,Purity,Mix_type,Cargo_type,Experimenter_ID,Model_type,Exposure_time,Delivery_target,Route_of_administration,Experiment_weight,Library_ID,Goal,Batch_or_individual_or_barcoded,Value_name,screen_id,identifier,Mol,Num tails
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,12.0,2875.333999999996,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-Ac12,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,6.0,1688.3219999999992,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-Ac6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,8.0,1884.6999999999996,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-Ac8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,7.0,1884.699999999999,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-Ac8-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,10.0,2081.0779999999995,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-Ac10,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,12.0,2277.456,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-Ac12,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.027330447330451,50.0,,AM-C10,8.0,10.0,1947.9760000000008,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.432150072150075,50.0,,AM-C11,8.0,11.0,2060.192000000001,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.836969696969701,50.0,,AM-C12,8.0,12.0,2172.4080000000013,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,8.241789321789323,50.0,,AM-C13,8.0,13.0,2284.6240000000003,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,8.646608946608948,50.0,,AM-C14,8.0,14.0,2396.8400000000006,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,9.456248196248197,50.0,,AM-C16,8.0,16.0,2621.272,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,6.091738816738815,50.0,,GN-C10,7.0,10.0,1688.6299999999994,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,6.445955988455988,50.0,,GN-C11,7.0,11.0,1786.819,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,6.800173160173161,50.0,,GN-C12,7.0,12.0,1885.0080000000005,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.154390331890333,50.0,,GN-C13,7.0,13.0,1983.1970000000003,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,8.870360750360746,50.0,,PR-C11,10.0,11.0,2458.8639999999987,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,4.974761904761908,50.0,,HG-C10,5.0,10.0,1379.0040000000008,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,5.2277741702741745,50.0,,HG-C11,5.0,11.0,1449.139000000001,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,5.48078643578644,50.0,,HG-C12,5.0,12.0,1519.274000000001,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,5.7337987012987055,50.0,,HG-C13,5.0,13.0,1589.4090000000012,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,5.986810966810971,50.0,,HG-C14,5.0,14.0,1659.5440000000012,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,6.492835497835501,50.0,,HG-C16,5.0,16.0,1799.8140000000008,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,8.393755411255407,50.0,,KN-C11,10.0,11.0,2326.748999999999,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,8.899779942279942,50.0,,KN-C12,10.0,12.0,2467.019,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,9.405804473304473,50.0,,KN-C13,10.0,13.0,2607.2889999999993,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,9.23961038961039,50.0,,AP-C14,9.0,14.0,2561.22,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,6.554274891774891,50.0,,RB-C10,8.0,10.0,1816.845,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.363914141414143,50.0,,RB-C12,8.0,12.0,2041.2770000000005,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.042521645021649,50.0,,GT-C11,8.0,11.0,1952.1870000000013,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.447341269841275,50.0,,GT-C12,8.0,12.0,2064.4030000000016,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,7.852160894660901,50.0,,GT-C13,8.0,13.0,2176.619000000002,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,8.256980519480525,50.0,,GT-C14,8.0,14.0,2288.8350000000014,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,3.244880952380951,50.0,,ST-C11,4.0,11.0,899.4809999999997,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
zhang,6.5,1.0,26.6,24.2,DSPC,3.4472907647907625,50.0,,ST-C12,4.0,12.0,955.5889999999994,Zhang_Aminoglycoside,Pure,Microfluidic,siRNA,zhang,HeLa,24,FFL,in_vitro,1.0,Zhang_Aminoglycoside,max,Individual,Cell_viability,Zhang_Aminoglycoside,,,
ZAL_form,56.49717514,0.0,43.50282486,0.0,,26.65774436,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,709.096,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,29.82172932,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,793.258,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,15.81443609,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1051.66,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,19.20270677,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,766.188,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,19.90581454,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,794.242,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,21.28626566,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,849.322,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,28.76706767,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,765.204,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,31.93105263,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,849.366,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,17.9237594,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1191.93,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,21.31203008,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,850.35,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,22.01513784,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,878.404,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,23.39558897,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep10,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,933.484,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,30.87639098,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,821.312,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,34.04037594,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ep12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,905.474,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,20.03308271,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1332.2,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,23.42135338,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,934.512,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,24.12446115,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,962.566,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,25.50491228,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep12,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1017.646,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,32.98571429,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,877.42,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,22.14240602,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1472.47,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,25.53067669,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1018.674,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,26.23378446,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1046.728,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,27.61423559,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep14,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1101.808,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,35.09503759,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,933.528,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,38.25902256,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ep16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1017.69,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,24.25172932,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1612.74,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,27.64,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1102.836,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,28.34310777,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1130.89,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,29.7235589,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep16,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1185.97,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,37.2043609,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ep18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,989.636,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,26.36105263,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ep18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1753.01,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,29.74932331,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ep18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1186.998,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,30.45243108,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA5-Ep18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1215.052,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,31.83288221,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA6-Ep18,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1270.132,3.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,30.87308271,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA1-Ac8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,821.224,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,34.03706767,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA2-Ac8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,905.386,2.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,20.02977444,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA3-Ac8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,1331.98,5.0
ZAL_form,56.49717514,0.0,43.50282486,0.0,,23.41804511,,"""ZAL:siRNA ratio such that the number of hydrophobic tails in the ZAL times the ZAL:siRNA mole ratio in the formulation was ~1000"", plus assumed siRNA MW = 13300Da",ZA4-Ac8,,,,Miller_Zwitter,Crude,Hand,siRNA,miller,HeLa,24,FFL,in_vitro,1.0,Miller_ZAL,max,Individual,Cell_viability,Miller_Zwitter,,934.38,3.0
