fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.850976,0.702989,0.0,0.84898,0.7215,0.293908,0.448591,521.0
1,,0.779701,0.532991,0.0,0.775912,0.648155,0.461877,0.57472,546.0
2,,0.860628,0.72003,0.0,0.857112,0.729804,0.280813,0.436245,519.0
3,,0.808341,0.597731,0.0,0.818367,0.691093,0.305541,0.494406,145.0
4,,0.782526,0.450068,0.0,0.784082,0.654765,0.560527,0.60812,453.0
Mean,,0.8164344,0.6007618,0.0,0.8168906,0.6890634,0.3805332,0.5124164,436.8
