fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.894087,0.767007,0.0,0.863426,0.695492,0.222706,0.370859,3671
1,0.768513,0.337297,0.0,0.722619,0.542147,0.652459,0.659893,3667
2,0.893971,0.762529,0.0,0.869757,0.702581,0.234208,0.386933,3542
3,0.900588,0.762837,0.0,0.886335,0.71348,0.18914,0.340012,2700
4,0.804917,0.461374,0.0,0.761504,0.576572,0.530492,0.591746,3324
