fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.680172,0.0,0.540039,0.630768,0.588196,474.0
1,0.451295,0.0,0.394415,1.441639,1.020715,512.0
2,0.558005,0.0,0.431632,1.171282,0.903784,479.0
3,0.151456,0.009298,0.112401,1.355626,1.015124,294.0
4,0.31949,0.0,0.330144,1.846629,1.170962,425.0
Mean,0.432084,0.00186,0.361726,1.289189,0.939756,436.8
