fold,pearson,pearson_p_val,spearman,kendall,rmse,n_vals
0,0.9989617499123881,5.589807575735954e-58,0.8558215006636377,0.7803226896009248,0.03676276480992141,44
1,0.9834990265112997,1.4481871138905978e-33,0.5966752881011779,0.535220466684992,0.08285508154539407,45
2,0.9965923734337793,3.076363260271458e-48,0.8517467034881422,0.762986776679759,0.005534778506047044,45
3,0.9828164010667714,3.4387171281790254e-33,0.7651585635317462,0.7042627066435564,0.08348526377481495,45
4,0.9927768591197114,3.0666264770564e-41,0.7807977022025832,0.6979581963601116,0.05960555069014193,45
