fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.785204,0.0,0.764788,0.107181,0.260382,652.0
1,0.841093,0.0,0.820922,0.081571,0.224722,664.0
2,0.832426,0.0,0.816157,0.085808,0.232201,655.0
3,0.812732,0.0,0.784006,0.09169,0.243601,652.0
4,0.795816,0.0,0.763892,0.102379,0.2535,645.0
Mean,0.813454,0.0,0.789953,0.093726,0.242881,653.6
