fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.6995949297975481,0.4894321094463212,3.0940412000514236e-127,0.5464935382627174,0.4255866796072175,0.005519457254675257,0.03948559974800155,859
1,0.727829915785965,0.5258150554229547,1.4829460612778908e-142,0.5574966992353533,0.43155740479965016,0.005996518344947198,0.040831397731121453,859
2,0.7359831489927593,0.5354528416136678,3.7161596313519635e-146,0.5415964992309997,0.4204484545530687,0.0052639079718811415,0.03863543885359937,852
3,0.679476240897233,0.38033258933951875,6.482311059345838e-118,0.5097473466868531,0.39966383361293084,0.007538398773999501,0.055318042911201216,863
4,0.7506172881252267,0.5567019503240331,4.01127781596371e-157,0.5459253044640934,0.42633099179141004,0.004561959833322528,0.03780767191819234,863
