quantified_toxicity,Formulation,Helper_lipid_ID,Comment,mRNA/Cells,Lipid_name,MolWt,Experiment_ID,Cargo_type,Model_type,Experiment_weight,unnormalized_delivery,toxicity_class,delivery_class,unnormalized_toxicity
,Xu_AGILE,DOPE,,10.0,A4C5B8,6.517860324464833,AGILE,mRNA,HeLa,1.0,5.487761579,,1.0,
,Xu_AGILE,DOPE,,10.0,A10C3B1,6.434604302029687,AGILE,mRNA,HeLa,1.0,5.50608944,,1.0,
,Xu_AGILE,DOPE,,10.0,A5C4B1,6.526693961271425,AGILE,mRNA,HeLa,1.0,3.9423778,,1.0,
0.95,Liu_iphos,MDOA,,5.0,22A2-P8,6.404763887324663,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A3C3B7,6.49692731644185,AGILE,mRNA,HeLa,1.0,1.468621222,,0.0,
,Xu_AGILE,DOPE,,10.0,A20C3B12,6.594714372063466,AGILE,mRNA,HeLa,1.0,2.949984639,,1.0,
,Xu_AGILE,DOPE,,10.0,A15C3B5,6.475546731775773,AGILE,mRNA,HeLa,1.0,7.762649119,,1.0,
0.95,Liu_iphos,MDOA,,5.0,13A1-P5,6.49384763272985,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A10C1B7,6.38173141145825,AGILE,mRNA,HeLa,1.0,6.719436255,,1.0,
,Xu_AGILE,DOPE,,10.0,A5C4B10,6.696267286960632,AGILE,mRNA,HeLa,1.0,7.017557633,,1.0,
,Xu_AGILE,DOPE,,10.0,A17C4B6,6.565549436613161,AGILE,mRNA,HeLa,1.0,-0.5840404,,0.0,
0.9521072797,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2703",2.5,3A4-3C,6.9279891858129465,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,0.9521072797
,Xu_AGILE,DOPE,,10.0,A6C1B6,6.368137442403163,AGILE,mRNA,HeLa,1.0,4.68788984,,1.0,
,Xu_AGILE,DOPE,,10.0,A9C2B12,6.571091624041607,AGILE,mRNA,HeLa,1.0,-0.311118414,,0.0,
,Xu_AGILE,DOPE,,10.0,A9C5B5,6.489267239414523,AGILE,mRNA,HeLa,1.0,7.482807957,,1.0,
,Xu_AGILE,DOPE,,10.0,A12C5B10,6.653271977980521,AGILE,mRNA,HeLa,1.0,6.163230349,,1.0,
,Xu_AGILE,DOPE,,10.0,A10C3B5,6.453699011901693,AGILE,mRNA,HeLa,1.0,6.826053619,,1.0,
,Xu_AGILE,DOPE,,10.0,A8C3B9,6.676297258063841,AGILE,mRNA,HeLa,1.0,6.267734374,,1.0,
0.95,Liu_iphos,MDOA,,5.0,12A1-P11,6.5354096167846585,Liu_iphos,mRNA,IGROV1,1.0,3.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A13C3B3,6.434604302029687,AGILE,mRNA,HeLa,1.0,8.149877162,,2.0,
,Xu_AGILE,DOPE,,10.0,A7C4B2,6.544117579795737,AGILE,mRNA,HeLa,1.0,5.00435191,,1.0,
,Xu_AGILE,DOPE,,10.0,A19C1B10,6.562706771055407,AGILE,mRNA,HeLa,1.0,1.348992166,,0.0,
,Xu_AGILE,DOPE,,10.0,A14C1B5,6.305985098862124,AGILE,mRNA,HeLa,1.0,7.645900096,,1.0,
0.95,Liu_iphos,MDOA,,5.0,3A1-P10,5.977743340430821,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
0.9195402299,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2717",2.5,3A4-Ne,7.075568767532858,Lee_unsat,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.9195402299
0.95,Liu_iphos,MDOA,,5.0,25A2-P4,6.3091889214013905,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A9C3B10,6.61504056400228,AGILE,mRNA,HeLa,1.0,8.947493376,,2.0,
,Xu_AGILE,DOPE,,10.0,A13C2B11,6.558455925524103,AGILE,mRNA,HeLa,1.0,1.264631368,,0.0,
,Xu_AGILE,DOPE,,10.0,A16C3B12,6.653271977980522,AGILE,mRNA,HeLa,1.0,-0.692916012,,0.0,
,Xu_AGILE,DOPE,,10.0,A5C1B10,6.586470920415096,AGILE,mRNA,HeLa,1.0,7.0251607,,1.0,
,Xu_AGILE,DOPE,,10.0,A1C3B11,6.580951155176506,AGILE,mRNA,HeLa,1.0,4.66857609,,1.0,
0.95,Liu_iphos,MDOA,,5.0,3A1-P15,6.141357604682599,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A13C4B5,6.475546731775773,AGILE,mRNA,HeLa,1.0,6.446527001,,1.0,
,Xu_AGILE,DOPE,,10.0,A19C3B8,6.498416176638971,AGILE,mRNA,HeLa,1.0,0.7750173,,0.0,
0.95,Liu_iphos,MDOA,,5.0,9A1-P6,6.11070651800061,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
0.95,Liu_iphos,MDOA,,5.0,25A2-P6,6.406396370796463,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A15C1B2,6.388531152987186,AGILE,mRNA,HeLa,1.0,8.267735753,,2.0,
0.95,Liu_iphos,MDOA,,5.0,27A3-P8,6.752249347883266,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
,Xu_AGILE,DOPE,,10.0,A16C3B7,6.517860324464833,AGILE,mRNA,HeLa,1.0,5.088329397,,1.0,
,Xu_AGILE,DOPE,,10.0,A1C3B12,6.5781519969834505,AGILE,mRNA,HeLa,1.0,6.459670599,,1.0,
,Xu_AGILE,DOPE,,10.0,A7C4B5,6.5412132435828845,AGILE,mRNA,HeLa,1.0,6.359133147,,1.0,
,Xu_AGILE,DOPE,,10.0,A7C2B7,6.475478940597228,AGILE,mRNA,HeLa,1.0,5.432221821,,1.0,
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2752",2.5,3A4-SC6,7.012700708503631,Lee_unsat,mRNA,IGROV1,1.0,0.0,0.0,0.0,1.0
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2778",2.5,2A9-Cit,6.687370418977528,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,1.0
,Xu_AGILE,DOPE,,10.0,A10C2B8,6.431363287534036,AGILE,mRNA,HeLa,1.0,7.891502398,,1.0,
,Xu_AGILE,DOPE,,10.0,A19C5B7,6.533950162129198,AGILE,mRNA,HeLa,1.0,1.248788939,,0.0,
0.95,Liu_iphos,MDOA,,5.0,20A3-P13,6.955931921652403,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
,Xu_AGILE,DOPE,,10.0,A10C2B9,6.541276721998081,AGILE,mRNA,HeLa,1.0,7.415166495,,1.0,
,Xu_AGILE,DOPE,,10.0,A11C3B9,6.564095272120899,AGILE,mRNA,HeLa,1.0,5.332972645,,1.0,
,Xu_AGILE,DOPE,,10.0,A15C2B11,6.597467614596526,AGILE,mRNA,HeLa,1.0,1.066391141,,0.0,
,Xu_AGILE,DOPE,,10.0,A2C5B10,6.671202220757992,AGILE,mRNA,HeLa,1.0,9.203356413,,2.0,
,Xu_AGILE,DOPE,,10.0,A11C2B10,6.564095272120898,AGILE,mRNA,HeLa,1.0,7.317728437,,1.0,
,Xu_AGILE,DOPE,,10.0,A16C2B9,6.583742499948884,AGILE,mRNA,HeLa,1.0,-0.637749379,,0.0,
,Xu_AGILE,DOPE,,10.0,A11C5B9,6.600153452375093,AGILE,mRNA,HeLa,1.0,7.436017438,,1.0,
0.95,Liu_iphos,MDOA,,5.0,21A2-P14,6.685982038363228,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
0.95,Liu_iphos,MDOA,,5.0,4A1-P9,6.01267794350718,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A19C1B11,6.559856001708345,AGILE,mRNA,HeLa,1.0,-0.1391478,,0.0,
0.95,Liu_iphos,MDOA,,5.0,6A1-P11,6.199977592616045,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,14A1-P10,6.1129407546019845,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,4A1-P15,6.199977592616045,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
0.95,Liu_iphos,MDOA,,5.0,24A4-P4,6.765958968683097,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A18C3B12,6.632362713567855,AGILE,mRNA,HeLa,1.0,0.854711646,,0.0,
,Xu_AGILE,DOPE,,10.0,A2C4B6,6.541276721998081,AGILE,mRNA,HeLa,1.0,8.03257383,,1.0,
,Xu_AGILE,DOPE,,10.0,A12C4B12,6.650668364773341,AGILE,mRNA,HeLa,1.0,0.147455409,,0.0,
0.95,Liu_iphos,MDOA,,5.0,15A1-P13,6.359414686453388,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,23A3-P13,7.021511551432155,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2700",2.5,2A2-3C,6.632134838371347,Lee_unsat,mRNA,IGROV1,1.0,2.0,0.0,1.0,1.0
,Xu_AGILE,DOPE,,10.0,A18C1B3,6.388531152987186,AGILE,mRNA,HeLa,1.0,1.099932965,,0.0,
,Xu_AGILE,DOPE,,10.0,A4C4B8,6.5208331816568466,AGILE,mRNA,HeLa,1.0,5.495888407,,1.0,
,Xu_AGILE,DOPE,,10.0,A16C5B8,6.558455925524104,AGILE,mRNA,HeLa,1.0,6.501837185,,1.0,
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2698",2.5,4A3-3T,7.206325361340523,Lee_unsat,mRNA,IGROV1,1.0,4.0,0.0,2.0,1.0
,Xu_AGILE,DOPE,,10.0,A8C5B10,6.742253080429655,AGILE,mRNA,HeLa,1.0,1.830119079,,1.0,
,Xu_AGILE,DOPE,,10.0,A8C1B11,6.637658999378797,AGILE,mRNA,HeLa,1.0,2.482276837,,1.0,
,Xu_AGILE,DOPE,,10.0,A12C2B2,6.411833045925822,AGILE,mRNA,HeLa,1.0,2.339735503,,1.0,
,Xu_AGILE,DOPE,,10.0,A12C3B12,6.6137157070552774,AGILE,mRNA,HeLa,1.0,0.886672596,,0.0,
0.95,Liu_iphos,MDOA,,5.0,25A3-P9,6.846033055020793,Liu_iphos,mRNA,IGROV1,1.0,3.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,19A2-P9,6.4765969077998555,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A20C2B3,6.388531152987186,AGILE,mRNA,HeLa,1.0,0.340670927,,0.0,
,Xu_AGILE,DOPE,,10.0,A12C4B2,6.499962965029877,AGILE,mRNA,HeLa,1.0,4.184578311,,1.0,
0.9540229885,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2741",2.5,6A3-SC8/2,7.652539044998511,Lee_unsat,mRNA,IGROV1,1.0,4.0,0.0,2.0,0.9540229885
,Xu_AGILE,DOPE,,10.0,A6C4B8,6.499962965029878,AGILE,mRNA,HeLa,1.0,6.674831756,,1.0,
,Xu_AGILE,DOPE,,10.0,A20C5B6,6.496927316441849,AGILE,mRNA,HeLa,1.0,1.25037666,,0.0,
,Xu_AGILE,DOPE,,10.0,A10C4B6,6.5208331816568466,AGILE,mRNA,HeLa,1.0,8.87542661,,2.0,
,Xu_AGILE,DOPE,,10.0,A13C1B10,6.5208331816568466,AGILE,mRNA,HeLa,1.0,6.659458435,,1.0,
0.95,Liu_iphos,MDOA,,5.0,25A3-P8,6.800240221743393,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A18C5B2,6.5178603244648325,AGILE,mRNA,HeLa,1.0,1.545973383,,0.0,
0.85,Liu_iphos,MDOA,,5.0,21A2-P11,6.574985180981096,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.85
,Xu_AGILE,DOPE,,10.0,A19C2B11,6.5988141591691685,AGILE,mRNA,HeLa,1.0,0.749046849,,0.0,
,Xu_AGILE,DOPE,,10.0,A18C2B7,6.450519394088791,AGILE,mRNA,HeLa,1.0,1.283886448,,0.0,
0.95,Liu_iphos,MDOA,,5.0,11A1-P10,6.428074577544685,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A13C5B10,6.635014362799651,AGILE,mRNA,HeLa,1.0,7.224001674,,1.0,
,Xu_AGILE,DOPE,,10.0,A16C5B7,6.555592994803869,AGILE,mRNA,HeLa,1.0,7.3819034,,1.0,
0.95,Liu_iphos,MDOA,,5.0,17A1-P6,6.47395705217537,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
,Xu_AGILE,DOPE,,10.0,A15C2B7,6.450519394088791,AGILE,mRNA,HeLa,1.0,6.282817031,,1.0,
,Xu_AGILE,DOPE,,10.0,A7C4B7,6.558393528337629,AGILE,mRNA,HeLa,1.0,6.451985455,,1.0,
,Xu_AGILE,DOPE,,10.0,A14C2B10,6.5368756386257285,AGILE,mRNA,HeLa,1.0,5.359422191,,1.0,
0.95,Liu_iphos,MDOA,,5.0,27A2-P14,6.669571691210146,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
,Xu_AGILE,DOPE,,10.0,A17C1B2,6.416753524116787,AGILE,mRNA,HeLa,1.0,4.225767933,,1.0,
0.8678160920000001,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2725",2.5,4A1-4T,7.246375207660808,Lee_unsat,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.8678160920000001
,Xu_AGILE,DOPE,,10.0,A16C4B1,6.523797227158404,AGILE,mRNA,HeLa,1.0,2.87095345,,1.0,
,Xu_AGILE,DOPE,,10.0,A10C2B7,6.428111734699258,AGILE,mRNA,HeLa,1.0,7.756717195,,1.0,
,Xu_AGILE,DOPE,,10.0,A17C5B10,6.692548894852405,AGILE,mRNA,HeLa,1.0,-0.155158727,,0.0,
,Xu_AGILE,DOPE,,10.0,A13C3B12,6.594714372063466,AGILE,mRNA,HeLa,1.0,0.785427408,,0.0,
0.95,Liu_iphos,MDOA,,5.0,24A2-P6,6.3343909109689935,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A8C5B8,6.616417198135502,AGILE,mRNA,HeLa,1.0,7.606023721,,1.0,
,Xu_AGILE,DOPE,,10.0,A20C1B2,6.340232311537601,AGILE,mRNA,HeLa,1.0,2.365653619,,1.0,
,Xu_AGILE,DOPE,,10.0,A1C4B10,6.621798384221862,AGILE,mRNA,HeLa,1.0,8.790737469,,2.0,
,Xu_AGILE,DOPE,,10.0,A2C5B2,6.5178603244648325,AGILE,mRNA,HeLa,1.0,12.82501523,,2.0,
,Xu_AGILE,DOPE,,10.0,A10C4B7,6.514878603034272,AGILE,mRNA,HeLa,1.0,6.951351953,,1.0,
0.95,Liu_iphos,MDOA,,5.0,23A2-P15,6.768727666920464,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
0.95,Liu_iphos,MDOA,,5.0,25A3-P14,7.047994498746668,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A17C3B2,6.504469294857739,AGILE,mRNA,HeLa,1.0,3.748496007,,1.0,
,Xu_AGILE,DOPE,,10.0,A4C1B3,6.368137442403163,AGILE,mRNA,HeLa,1.0,4.171759325,,1.0,
0.95,Liu_iphos,MDOA,,5.0,25A4-P15,7.331104181138847,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
0.95,Liu_iphos,MDOA,,5.0,23A2-P6,6.426032042636679,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A19C4B12,6.669899024701188,AGILE,mRNA,HeLa,1.0,0.738639548,,0.0,
0.95,Liu_iphos,MDOA,,5.0,16A1-P14,6.516336556873358,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A8C3B3,6.564157314557946,AGILE,mRNA,HeLa,1.0,9.816183737,,2.0,
0.95,Liu_iphos,MDOA,,5.0,27A2-P9,6.473563482329777,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
0.95,Liu_iphos,MDOA,,5.0,7A1-P11,6.01267794350718,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
0.95,Liu_iphos,MDOA,,5.0,23A3-P8,6.813525914886029,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A6C4B10,6.640296660299333,AGILE,mRNA,HeLa,1.0,7.776719179,,1.0,
,Xu_AGILE,DOPE,,10.0,A18C1B12,6.555592994803869,AGILE,mRNA,HeLa,1.0,-1.5804882,,0.0,
,Xu_AGILE,DOPE,,10.0,A4C1B2,6.368137442403163,AGILE,mRNA,HeLa,1.0,6.620765472,,1.0,
,Xu_AGILE,DOPE,,10.0,A2C5B6,6.53836411120381,AGILE,mRNA,HeLa,1.0,8.12733457,,1.0,
0.95,Liu_iphos,MDOA,,5.0,20A3-P4,6.508213095673153,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A14C1B7,6.327672463085286,AGILE,mRNA,HeLa,1.0,6.812980149,,1.0,
0.95,Liu_iphos,MDOA,,5.0,21A3-P9,6.814654855866124,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A19C1B3,6.390190330228003,AGILE,mRNA,HeLa,1.0,1.716023514,,1.0,
0.95,Liu_iphos,MDOA,,5.0,6A1-P15,6.307817892141022,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A4C3B12,6.616417198135502,AGILE,mRNA,HeLa,1.0,8.729814889,,2.0,
0.969348659,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2718",2.5,4A1-Ne,7.389797403881234,Lee_unsat,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.969348659
0.95,Liu_iphos,MDOA,,5.0,20A3-P7,6.680691553817302,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
,Xu_AGILE,DOPE,,10.0,A1C5B9,6.580951155176505,AGILE,mRNA,HeLa,1.0,7.262822761,,1.0,
0.95,Liu_iphos,MDOA,,5.0,10A1-P15,6.450483060294962,Liu_iphos,mRNA,IGROV1,1.0,3.0,0.0,2.0,0.95
0.9214559387,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2731",2.5,3A4-4C,6.9279891858129465,Lee_unsat,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.9214559387
,Xu_AGILE,DOPE,,10.0,A14C3B7,6.423182026360213,AGILE,mRNA,HeLa,1.0,4.291850612,,1.0,
,Xu_AGILE,DOPE,,10.0,A19C2B5,6.432952954392802,AGILE,mRNA,HeLa,1.0,1.722619278,,1.0,
,Xu_AGILE,DOPE,,10.0,A14C4B1,6.429706574730084,AGILE,mRNA,HeLa,1.0,15.0610049,,2.0,
0.95,Liu_iphos,MDOA,,5.0,28A5-P10,7.321067517668513,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
0.95,Liu_iphos,MDOA,,5.0,9A1-P14,6.33305402542866,Liu_iphos,mRNA,IGROV1,1.0,3.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A18C3B5,6.475546731775774,AGILE,mRNA,HeLa,1.0,1.733178627,,1.0,
0.95,Liu_iphos,MDOA,,5.0,9A1-P4,6.04643320406826,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A20C5B8,6.493882424625157,AGILE,mRNA,HeLa,1.0,2.101600618,,1.0,
,Xu_AGILE,DOPE,,10.0,A17C2B9,6.585107640716482,AGILE,mRNA,HeLa,1.0,-0.67878827,,0.0,
,Xu_AGILE,DOPE,,10.0,A6C5B7,6.493882424625157,AGILE,mRNA,HeLa,1.0,7.245699411,,1.0,
0.95,Liu_iphos,MDOA,,5.0,5A1-P16,6.281928371896634,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A5C1B1,6.3952181914972694,AGILE,mRNA,HeLa,1.0,4.79471348,,1.0,
0.95,Liu_iphos,MDOA,,5.0,6A1-P9,6.141357604682599,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A20C3B6,6.456868551780674,AGILE,mRNA,HeLa,1.0,-0.3229278,,0.0,
,Xu_AGILE,DOPE,,10.0,A4C4B6,6.523797227158403,AGILE,mRNA,HeLa,1.0,7.83363118,,1.0,
0.95,Liu_iphos,MDOA,,5.0,9A1-P12,6.281928371896635,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A17C3B5,6.501447315771384,AGILE,mRNA,HeLa,1.0,1.616591146,,1.0,
,Xu_AGILE,DOPE,,10.0,A19C3B5,6.477067742956244,AGILE,mRNA,HeLa,1.0,0.186366536,,0.0,
,Xu_AGILE,DOPE,,10.0,A15C4B1,6.499962965029877,AGILE,mRNA,HeLa,1.0,5.66316775,,1.0,
,Xu_AGILE,DOPE,,10.0,A14C1B10,6.495375821760831,AGILE,mRNA,HeLa,1.0,7.397805153,,1.0,
,Xu_AGILE,DOPE,,10.0,A4C1B7,6.385137061772191,AGILE,mRNA,HeLa,1.0,1.764238524,,1.0,
,Xu_AGILE,DOPE,,10.0,A1C1B7,6.3366699668034165,AGILE,mRNA,HeLa,1.0,-0.039069565,,0.0,
,Xu_AGILE,DOPE,,10.0,A7C5B1,6.520768392119746,AGILE,mRNA,HeLa,1.0,6.41904013,,1.0,
,Xu_AGILE,DOPE,,10.0,A3C3B3,6.481739443820937,AGILE,mRNA,HeLa,1.0,3.955005309,,1.0,
,Xu_AGILE,DOPE,,10.0,A17C1B8,6.436188829168263,AGILE,mRNA,HeLa,1.0,0.57673871,,0.0,
,Xu_AGILE,DOPE,,10.0,A6C1B2,6.343782011005255,AGILE,mRNA,HeLa,1.0,4.871775944,,1.0,
,Xu_AGILE,DOPE,,10.0,A1C4B1,6.437834846275473,AGILE,mRNA,HeLa,1.0,8.61631594,,2.0,
0.95,Liu_iphos,MDOA,,5.0,22A3-P5,6.571896454185417,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A15C1B1,6.364673301184485,AGILE,mRNA,HeLa,1.0,2.14870679,,1.0,
0.95,Liu_iphos,MDOA,,5.0,18A1-P6,6.596060529398139,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
,Xu_AGILE,DOPE,,10.0,A12C3B2,6.456868551780674,AGILE,mRNA,HeLa,1.0,4.433468579,,1.0,
,Xu_AGILE,DOPE,,10.0,A4C1B1,6.343782011005255,AGILE,mRNA,HeLa,1.0,3.81049805,,1.0,
,Xu_AGILE,DOPE,,10.0,A6C4B11,6.637658999378797,AGILE,mRNA,HeLa,1.0,1.128930609,,0.0,
,Xu_AGILE,DOPE,,10.0,A18C3B6,6.499962965029878,AGILE,mRNA,HeLa,1.0,1.71193611,,1.0,
0.95,Liu_iphos,MDOA,,5.0,13A1-P9,6.5753129115197995,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A3C3B11,6.637658999378797,AGILE,mRNA,HeLa,1.0,8.07290608,,1.0,
0.95,Liu_iphos,MDOA,,5.0,8A1-P5,5.941543994289965,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A13C2B1,6.364673301184485,AGILE,mRNA,HeLa,1.0,4.53133008,,1.0,
,Xu_AGILE,DOPE,,10.0,A20C5B11,6.632362713567855,AGILE,mRNA,HeLa,1.0,0.572777979,,0.0,
0.95,Liu_iphos,MDOA,,5.0,28A5-P8,7.223694578838974,Liu_iphos,mRNA,IGROV1,1.0,2.0,0.0,2.0,0.95
,Xu_AGILE,DOPE,,10.0,A4C3B11,6.6191114108197775,AGILE,mRNA,HeLa,1.0,8.98750841,,2.0,
,Xu_AGILE,DOPE,,10.0,A15C2B5,6.431363287534036,AGILE,mRNA,HeLa,1.0,8.016389411,,1.0,
,Xu_AGILE,DOPE,,10.0,A16C3B9,6.621798384221863,AGILE,mRNA,HeLa,1.0,6.785755459,,1.0,
,Xu_AGILE,DOPE,,10.0,A13C2B9,6.5208331816568466,AGILE,mRNA,HeLa,1.0,7.240707318,,1.0,
0.85,Liu_iphos,MDOA,,5.0,5A1-P6,5.977743340430821,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.85
,Xu_AGILE,DOPE,,10.0,A10C1B12,6.535442992321119,AGILE,mRNA,HeLa,1.0,5.31348867,,1.0,
0.95,Liu_iphos,MDOA,,5.0,21A2-P10,6.5350685420184895,Liu_iphos,mRNA,IGROV1,1.0,1.0,0.0,1.0,0.95
,Xu_AGILE,DOPE,,10.0,A13C3B2,6.434604302029687,AGILE,mRNA,HeLa,1.0,4.837513525,,1.0,
,Xu_AGILE,DOPE,,10.0,A5C4B9,6.660991196442906,AGILE,mRNA,HeLa,1.0,7.10509577,,1.0,
,Xu_AGILE,DOPE,,10.0,A11C2B11,6.561248463959031,AGILE,mRNA,HeLa,1.0,0.990506612,,0.0,
,Xu_AGILE,DOPE,,10.0,A11C5B7,6.493815865159545,AGILE,mRNA,HeLa,1.0,6.49918151,,1.0,
,Xu_AGILE,DOPE,,10.0,A15C5B7,6.532513315498036,AGILE,mRNA,HeLa,1.0,7.135709286,,1.0,
0.95,Liu_iphos,MDOA,,5.0,27A3-P11,6.889820406345768,Liu_iphos,mRNA,IGROV1,1.0,0.0,0.0,0.0,0.95
,Xu_AGILE,DOPE,,10.0,A9C3B11,6.6123353463579155,AGILE,mRNA,HeLa,1.0,-1.0154218,,0.0,
1.0,Unsat_dendrimer,DOPE,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2751",2.5,2A9V-SC6,6.638778499949737,Lee_unsat,mRNA,IGROV1,1.0,1.0,0.0,1.0,1.0
