fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.760712,0.0,0.755803,0.137368,0.29431,2693.0
1,0.628115,0.0,0.624467,0.209815,0.396252,2672.0
2,0.731709,0.0,0.737787,0.159688,0.326946,2585.0
3,0.808829,0.0,0.798253,0.113508,0.269353,2004.0
4,0.64454,0.0,0.641602,0.198317,0.37995,2426.0
Mean,0.714781,0.0,0.711582,0.163739,0.333362,2476.0
