fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.432334,0.0,0.366855,0.270575,0.434035,504.0
1,0.225112,1e-06,0.200396,0.746441,0.82607,483.0
2,0.405068,0.0,0.322543,0.323283,0.482473,478.0
3,0.392241,0.0,0.385848,0.258541,0.424271,402.0
4,0.233895,0.0,0.203695,0.617824,0.73384,473.0
Mean,0.33773,0.0,0.295867,0.443333,0.580138,468.0
