fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.818153,0.653139,0.0,0.820254,0.69055,0.343237,0.488723,521.0
1,,0.828332,0.669139,0.0,0.827927,0.698489,0.327225,0.475675,546.0
2,,0.789817,0.584815,0.0,0.79699,0.666311,0.416435,0.541349,519.0
3,,0.759804,0.508682,0.0,0.749628,0.623998,0.373177,0.52541,145.0
4,,0.724789,0.311107,0.0,0.715399,0.593963,0.702166,0.664402,453.0
Mean,,0.784179,0.5453764,0.0,0.7820396000000001,0.6546622,0.43244800000000005,0.5391117999999999,436.8
