fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.811381,0.629988,0.0,0.737152,0.558495,0.164478,0.29731,632.0
1,,0.828719,0.660906,0.0,0.746393,0.569552,0.146353,0.285801,522.0
2,,0.739881,0.494101,0.0,0.605906,0.442391,0.204325,0.326148,335.0
3,,0.829235,0.658139,0.0,0.763056,0.589961,0.142917,0.273971,567.0
4,,0.592428,0.14568,0.0,0.51809,0.369096,0.399877,0.451374,572.0
Mean,,0.7603288,0.5177628,0.0,0.6741194,0.505899,0.21159,0.3269208,525.6
