fold,accuracy,kappa,macro_f1,weighted_f1,macro_precision,macro_recall,roc_auc_macro,roc_auc_weighted,pr_auc_macro,pr_auc_weighted,log_loss,total_samples
0,0.9101338432122371,0.6815066274504723,0.7806471306471306,0.920875618963573,0.6998299319727891,0.9363858363858363,0.9864818036833739,0.9885463929235698,0.868203654767739,0.9771612547945434,0.23251547332302192,523
1,0.9163568773234201,0.7164242040902382,0.8086309523809524,0.9255476633032396,0.7291333546530221,0.9606642449403218,0.989900191666099,0.9907194738094475,0.9017178321814626,0.982380398588663,0.2146708557929015,538
2,0.915129151291513,0.7258291545702472,0.8206519973882984,0.9232164256008643,0.7395713738997322,0.9673063255152807,0.9874300926845008,0.9890309891185692,0.8612760189503569,0.973188706996812,0.2226032452290403,542
3,0.9041353383458647,0.6847535612204587,0.7848484848484848,0.915516062884484,0.7077014570324115,0.9398762157382846,0.9882973869952733,0.990028671858492,0.8768141350380585,0.9766693158092659,0.21799289063349042,532
4,0.9087523277467412,0.6902931933475359,0.7912576300304224,0.9199777294753059,0.7137476459510358,0.9491935784258949,0.9912438856135052,0.9918347583595104,0.8863311404760914,0.9804606606201257,0.2082853786858693,537
