fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.716244,0.504325,0.0,0.647974,0.507364,0.005358,0.036403,859
1,0.741061,0.527251,0.0,0.616427,0.475647,0.005978,0.038326,859
2,0.754278,0.565199,0.0,0.634302,0.497526,0.004927,0.036407,852
3,0.696886,0.444773,0.0,0.614381,0.479775,0.006754,0.044789,863
4,0.762841,0.578888,0.0,0.635599,0.493622,0.004334,0.036021,863
