fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.956664,0.912871,0.0,0.941252,0.795928,0.087088,0.2263,702.0
1,,0.940502,0.882126,0.0,0.932017,0.776532,0.118393,0.264565,692.0
2,,0.949561,0.899601,0.0,0.938927,0.791752,0.102168,0.241305,689.0
3,,0.951424,0.902651,0.0,0.935484,0.786202,0.0984,0.240906,693.0
4,,0.903301,0.807133,0.0,0.882868,0.70506,0.205789,0.351451,692.0
Mean,,0.9402904,0.8808764,0.0,0.9261096,0.7710948,0.12236759999999999,0.2649054,693.6
