global_actual,global_preds
0.99583,0.7009791786563374
1.0,0.6600741212687044
1.0,0.7320614205553129
1.0,0.7715516394784148
0.97837,0.7464734926049268
0.95473,0.7267382521895285
1.0,0.72886745199104
0.9782,0.6753349688124082
1.0,0.7105924926823538
0.93083,0.5746586900814976
0.95127,0.715914385201867
1.0,0.7788625763341042
1.0,0.7948516318993113
0.976,0.7500870269678422
0.99673,0.7487232974039194
1.0,0.8072876432247981
0.96133,0.7632146595467701
0.99187,0.7819093347536605
0.98033,0.6179618881595491
1.0,0.7019654453485574
1.0,0.65095857491275
1.0,0.2275115839019626
1.0,-0.2182087701273577
1.0,-0.0363295105840689
0.92244,-1.087476831973077
0.95637,1.1481559416927472
1.0,0.8330229635024194
1.0,0.9705107093362207
0.89751,0.4475555636317475
1.0,-0.003576097694798
0.99425,0.2867310134596483
0.96935,-8.33934787070315e-05
0.95594,0.6286339294409856
0.86782,0.1407222468696403
1.0,0.628769319245252
0.92529,0.1409783636272815
0.95019,0.3097981076487867
0.98084,0.0732180837541637
0.92146,-0.0769079888512681
0.9751,0.7221794283146248
0.97126,0.7121076351787073
0.95785,0.4638234854193525
1.0,0.2090062358385591
0.93295,0.065984898471214
0.97126,0.72196988932709
0.96552,0.7120635059076947
0.97318,0.4656275883335951
1.0,0.2097357853748898
0.91379,0.0686951711992925
1.0,0.6227909287696324
0.94444,0.1362408556059061
1.0,0.4502668120069737
0.89847,0.0069971780753236
0.76503,-1.7414739792892704
0.7459,-2.662284504330299
0.69945,-3.0415479703721
0.39071,-0.08139637850705
0.3,-0.2710961253916493
1.0,0.4726348362519436
0.985,0.4618253788221637
1.0,0.6264753851752468
0.905,0.6220071088606778
0.885,0.6176930598453144
1.0,0.6540013181690433
1.0,0.3855537877582095
0.925,0.3664160561713422
1.0,0.547946972157811
0.97,0.5359437353923575
0.97,0.5240400521609165
0.95,0.5844994424677269
0.86,0.2921387254033168
0.94,0.2695317989441396
0.925,0.4827295570958447
0.94,0.4669107894828981
0.965,0.451189286385652
0.99,0.5141681541157224
0.965,0.1563980821753675
0.975,0.1269398143358901
0.95,0.3880741094915023
0.985,0.3681597252497285
0.98,0.3467264272601241
1.0,0.4290546669584575
0.90733,-0.7218069075483919
0.94567,-0.0968539878131347
0.99333,-0.1271673071846131
0.98333,-0.043514739057194
0.90733,-0.0855637427261609
0.993,-0.0807934660943165
0.88167,-0.125613551576123
0.92833,-0.1316490549348082
0.94233,-0.1460904339237574
0.937,-0.2296940508317576
0.75767,-2.316311770082228
0.90767,-0.7694234416688919
0.88033,-0.7124118007595727
0.91233,-0.9491607617104076
0.847,-0.7344360594843429
0.895,-0.7384499469020567
0.83233,-0.7110433430594704
0.89767,-0.7372493005114543
0.90033,-0.8203140975193848
0.83033,-0.9430640177307256
0.42233,-4.200055109944044
0.799,-1.933022183508472
0.826,-1.848929804904084
0.81433,-2.3059485961729957
0.80133,-1.8872961533621715
0.80167,-1.9012492584783085
0.736,-1.8443841897905693
0.81567,-1.8955447246522263
0.795,-2.057870795785496
0.59767,-2.195707973397933
0.952,0.3249672443605582
0.9415,0.2008735601722511
0.958,0.3614061455899273
0.9245,0.2692202485422783
0.961,0.2193959773701361
1.0,0.1975591742349481
0.9955,0.2909653220830846
0.991,0.2111873231821567
0.968,0.2726729887501802
0.9845,0.1996926331115112
0.9445,0.2067441158396259
0.9585,0.2737984634042559
1.0,0.2004847647836674
0.9495,0.1376000446581005
0.937,0.2080627381400804
0.8705,0.2226555910394098
0.933,0.1819592048762187
0.959,0.0737192286643565
0.915,0.1050582064816639
0.9865,0.045641454633548
0.33333,-3.5776882930748064
0.54902,-3.671616095531
0.3,-4.31841882077594
0.76471,-3.380814406322169
0.68627,-4.402427443825139
0.53922,-3.3296667800227824
0.95,0.4044442303178864
0.95,0.4022787251849934
0.95,0.4002214605982208
0.95,0.4018252744103952
0.95,0.405839405739895
0.95,0.4109081365868822
0.95,0.4152780601639295
0.95,0.4186416975197708
0.95,0.4217863583781704
0.95,0.4199224595512013
0.95,0.4170924261356743
0.95,0.4150093068994748
0.95,0.4121792171966105
0.95,0.4152885858956617
0.95,0.4092407743729547
0.95,0.4072158937665274
0.95,0.4090314605347645
0.95,0.414743611913581
0.95,0.4188005216180435
0.95,0.4212393768144543
0.95,0.4231964687065246
0.95,0.4167410243002974
0.95,0.405709419519835
0.95,0.3947337643508392
0.95,0.3851045210088828
0.95,0.3751118866290911
0.95,0.4056145190722217
0.95,0.3990654500646522
0.95,0.3993945058278454
0.95,0.4025955290714995
0.95,0.4076273541888583
0.95,0.4139820067396925
0.95,0.4148308948084585
0.95,0.3990847378582765
0.95,0.3835699969066782
0.95,0.3700566459801727
0.95,0.3498833399952096
0.95,0.3343523695285532
0.95,0.3174536355722656
0.95,0.3748964562337795
0.95,0.3716089193554978
0.95,0.375888970820232
0.95,0.3804571946801652
0.95,0.3814925439289179
0.95,0.3703897544315238
0.95,0.3550962602332419
0.95,0.3359728819169189
0.95,0.3218662812369367
0.95,0.3040308509685402
0.95,0.2764363224752424
0.95,0.2571175239113696
0.95,0.2381779518890427
0.95,0.3401105827102337
0.95,0.3355707276673866
0.95,0.3337012376317625
0.95,0.3257817127236793
0.95,0.3179199761466871
0.95,0.3009027479679981
0.95,0.2782754830182675
0.95,0.2652053010464125
0.95,0.2448689963191319
0.95,0.2152068018085268
0.95,0.1868778713415198
0.95,0.1694326201920318
0.95,0.1539565814741903
0.95,0.1758415478061019
0.95,0.0578313214409965
0.95,0.0707353901046384
0.99583,0.961589661438368
1.0,0.9302397679701198
1.0,0.9308018203094148
1.0,1.0098805374826791
0.97837,0.9254655820243332
0.95473,0.9248456791277052
1.0,0.9069110903288156
0.9782,0.8694463013479544
1.0,0.9004341884358229
0.93083,0.7465477952060536
0.95127,0.9504480034601666
1.0,1.0114036771261563
1.0,1.022467613831842
0.976,0.9838613509124828
0.99673,0.978666039685457
1.0,1.007034515545224
0.96133,0.9826339114685751
0.99187,1.0104291665196958
0.98033,0.8187063596569705
1.0,0.8403725560261438
1.0,-0.256496629787
1.0,-0.5634367487240063
1.0,-0.8760772966958794
1.0,-0.7751742277625379
0.92244,-1.470493957654618
0.95637,0.931207725468382
1.0,0.5955111584807802
1.0,0.688865399085784
0.89751,0.2258725561825616
1.0,-0.1747065817120165
0.99425,0.4879648628981423
0.96935,0.0642068836527676
0.95594,0.9644975151225464
0.86782,0.4929644176335873
1.0,0.9829326415998916
0.92529,0.5135673281576633
0.95019,0.5430680692534737
0.98084,0.1413523634436094
0.92146,-0.1671915758776116
0.9751,1.0263444467354517
0.97126,1.0130981136087025
0.95785,0.7311890183266784
1.0,0.5012503737470335
0.93295,0.2102719660874441
0.97126,1.0407409560465335
0.96552,1.0286377879829731
0.97318,0.7513851340897327
1.0,0.5244499445872742
0.91379,0.2409447578893788
1.0,0.9606210345365828
0.94444,0.4902441995192697
1.0,0.7532125352515548
0.89847,0.2873363599722558
0.76503,-2.1314491881477915
0.7459,-2.835208757692774
0.69945,-3.241529933336111
0.39071,-0.5721783132082092
0.3,-0.7510769691783556
1.0,0.8389358046692548
0.985,0.8158174254303353
1.0,1.0249943302875044
0.905,1.0244931232055257
0.885,1.0242504468115523
1.0,1.0235782952081487
1.0,0.7566571800998715
0.925,0.7313318479000191
1.0,0.9257776649943988
