fold,pearson,r2,spearman,rmse,n_vals,note
0,0.260796225530219,0.06534680590170672,0.3412488593983162,0.025831361301777305,112.0,
1,0.23163030250594938,0.040575227339876396,0.3052885399181246,0.02472304125005625,111.0,
2,0.2847675186595153,0.08034565435389618,0.36562357690065456,0.024933907789856196,112.0,
3,0.31958850621399637,0.10212821913284853,0.3911076491359084,0.024072910692959828,117.0,
4,0.22963991029606332,0.030532926309287278,0.2862578326234527,0.026711079969718648,112.0,
Mean,0.2652844926411487,0.06378576660752303,0.3379052915952913,0.025254460200873647,112.8,
