fold,pearson,r2,spearman,rmse,n_vals,note
0,0.7308123949861076,0.09320726034245441,0.5770813217191684,0.1460445768314767,18.0,
1,0.8757410022280198,0.2860884574802848,0.6983375082627818,0.15258269874326127,18.0,
2,0.7854994510692455,0.20204945753144232,0.6933949711814644,0.15828113100225183,20.0,
3,0.7785544247470216,0.056414665147014875,0.5447873934941582,0.17979831669450205,18.0,
4,0.9098239571353165,0.3760206899128469,0.587363213859657,0.12859741218215967,14.0,
Mean,0.8160862460331423,0.20275610608280864,0.6201928817034459,0.15306082709073032,17.6,
