fold,pearson,r2,spearman,rmse,n_vals,note
0,0.9637200803958438,0.5705042037747301,0.9130369601565796,0.12541957965332637,24.0,
1,0.9679955557087397,0.5292539738944434,0.8892966779592911,0.14416573113530948,24.0,
2,0.9769148061532439,0.28507298077024756,0.9344336471985627,0.14832788193890778,16.0,
3,0.9597995203157382,0.4989632617077585,0.8942181104958749,0.14451310596155237,24.0,
4,0.9550631909018517,0.47486643249232974,0.9086321143566253,0.15227357583840326,24.0,
Mean,0.9646986306950834,0.47173217052790195,0.9079235020333867,0.14293997490549987,22.4,
