fold,pearson,r2,spearman,rmse,n_vals,note
0,0.21793807592277914,-0.0571417753503487,0.30198848989527,0.02919572233869986,62.0,
1,0.3430737513598693,0.08034822125844876,0.33072834310095023,0.027806829836876698,61.0,
2,0.2326194689072583,0.006135485363364723,0.26316520935127236,0.029970358334752967,60.0,
3,0.13933896181133273,-0.16087992922471295,0.24266974573799904,0.033173342308360824,60.0,
4,0.3651526283613573,0.047234294281983225,0.4002486058501693,0.028471670660465555,61.0,
Mean,0.25962457727251936,-0.016860740734252987,0.3077600787871322,0.029723584695831178,60.8,
