fold,pearson,r2,spearman,rmse,n_vals,note
0,0.5158766041523496,0.23096617023567312,0.4139379777332068,0.040677164157953256,49.0,
1,0.5028891523427476,0.22405735728124798,0.21498150499932583,0.03862362978382758,54.0,
2,0.4880313202036949,0.17392034405602974,0.2717035078024058,0.03698074680217291,53.0,
3,0.2742643455064198,-0.10404819077539385,0.16972656812897147,0.04547119386194868,43.0,
4,0.35725530300504305,0.0341656945403751,0.15501899759032176,0.04216781992900384,49.0,
Mean,0.42766334504205095,0.11181227506758643,0.24507371125084637,0.04078411090698125,49.6,
