fold,pearson,r2,spearman,rmse,n_vals,note
0,0.3022262484248258,0.0894824793303125,0.2109815540530008,0.03345009101571626,59.0,
1,0.34330115078490964,0.09949426558883623,0.1686426748598399,0.03530246281804811,64.0,
2,0.11340139112755898,0.01142718795125408,0.04913945644482276,0.03638660062086699,57.0,
3,0.29980604985713505,0.08182987453395629,0.1246511928290237,0.03286680928552087,60.0,
4,0.4152045990517302,0.15107367000922345,0.2521994425423702,0.034081994841451996,68.0,
Mean,0.29478788784923193,0.08666149548271651,0.16112286414581148,0.03441759171632085,61.6,
