fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.771309,0.0,0.561942,0.287281,0.453003,190.0
1,0.781867,0.0,0.579452,0.296892,0.459872,194.0
2,0.777803,0.0,0.619068,0.277023,0.442057,191.0
3,0.803369,0.0,0.647158,0.253973,0.420697,192.0
4,0.72023,0.0,0.51933,0.504027,0.616566,201.0
Mean,0.770916,0.0,0.58539,0.323839,0.478439,193.6
