fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.792648,0.0,0.768814,0.118292,0.263685,652.0
1,0.757663,0.0,0.74577,0.137668,0.286999,664.0
2,0.783452,0.0,0.767502,0.126867,0.270172,655.0
3,0.775817,0.0,0.754949,0.128018,0.276328,652.0
4,0.675561,0.0,0.652753,0.172012,0.327456,645.0
Mean,0.757028,0.0,0.737958,0.136571,0.284928,653.6
