fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.642062,0.276932,0.0,0.606152,0.470857,0.002054,0.028128,826.0
1,0.58234,0.189073,0.0,0.55543,0.422585,0.002173,0.028254,817.0
2,0.652288,0.213319,0.0,0.586747,0.455799,0.002199,0.029065,818.0
3,0.531856,-0.63075,0.0,0.562378,0.434753,0.004771,0.03875,826.0
4,0.631206,0.214144,0.0,0.589531,0.452946,0.002287,0.029227,829.0
Mean,0.6079504,0.0525436,0.0,0.5800476,0.447388,0.0026968,0.0306848,823.2
