fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.83366,0.565311,0.0,0.810259,0.616317,0.402646,0.524043,703.0
1,,0.857235,0.707618,0.0,0.826002,0.636715,0.288468,0.419291,738.0
2,,0.957023,0.914556,0.0,0.945502,0.797205,0.087846,0.231848,696.0
3,,0.944278,0.889339,0.0,0.928655,0.780804,0.102662,0.242702,720.0
4,,0.822382,0.259036,0.0,0.788137,0.594308,0.727373,0.697057,875.0
Mean,,0.8829155999999999,0.6671720000000001,0.0,0.8597110000000001,0.6850698,0.32179900000000006,0.4229882,746.4
